id,name,city,province,lat,lng,nature,wildlife,culture,adventure,beach,food,shopping,history,religious,activityCost,visitDuration,popularity,recommendedSeason,description
nalangana_falls,Nalangana Ella Waterfall,Bulathkohupitiya,Sabaragamuwa,7.1,80.3667,5,1,1,3,1,1,1,1,1,500,2.0,74,Year round,Beautiful curtain waterfall in Kegalle district.
suriyakanda_pass,Suriyakanda Mountain Pass,Rakwana,Sabaragamuwa,6.45,80.6167,5,1,1,4,1,1,1,1,1,0,2.5,79,Year round,Scenic hair-pin mountain pass connecting Rakwana to Deniyaya.
rakwana_tea,Rakwana 10-Hairpin Bend Tea Estates,Rakwana,Sabaragamuwa,6.4667,80.6,5,1,2,3,1,1,1,2,1,0,2.0,80,Year round,Winding tea country road known for 10 consecutive hairpin curves.
sinharaja_kudawa,Sinharaja Kudawa Entrance,Kalawana,Sabaragamuwa,6.4333,80.4167,5,5,1,4,1,1,1,1,1,5000,5.0,85,Dec - Apr,Northern rainforest entrance for research and birdwatching.
makandawa_forest,Makandawa Rainforest Reserve,Kitulgala,Sabaragamuwa,6.9833,80.4167,5,4,1,3,1,1,1,1,1,1000,3.0,76,Year round,Rainforest bird sanctuary across the Kelani river in Kitulgala.
alupola_falls,Alupola Ella Waterfall,Ratnapura,Sabaragamuwa,6.7167,80.45,4,1,1,3,1,1,1,1,1,0,2.0,72,Year round,68m waterfall in Alupola tea estate.
dhanigala_peak,Dhanigala (Alien Rock) Peak,Balangoda,Sabaragamuwa,6.65,80.8833,5,2,3,5,1,1,1,3,1,500,4.0,79,Year round,Unique circular flat-topped mountain peak popular for trekking.
kuruwita_erathna,Kuruwita Erathna Sri Pada Trail,Kuruwita,Sabaragamuwa,6.7833,80.4,5,2,3,5,1,1,1,3,3,0,7.0,76,Dec - May,Traditional jungle trail climb to Adam's Peak.
waulpane_cave,Waulpane Limestone Bat Cave,Kolonne,Sabaragamuwa,6.4333,80.7333,4,4,1,4,1,1,1,2,1,500,3.0,77,Year round,Prehistoric limestone cave home to hundreds of thousands of bats.
maduwanwela_walawwa,Maduwanwela Walawwa Manor House,Kolonne,Sabaragamuwa,6.4,80.75,2,1,5,1,1,1,1,5,1,500,2.0,81,Year round,Historic 17th-century native chieftain manor with 21 courtyards.
sankapala_temple,Sankapala Raja Maha Vihara,Pallebedda,Sabaragamuwa,6.4833,80.7833,3,1,4,2,1,1,1,5,4,500,2.0,75,Year round,Rock cave temple associated with King Dutugemunu's giant warrior Pussadeva.
nonpareil_estate,Nonpareil Tea Estate & Nonpareil Falls,Balangoda,Sabaragamuwa,6.7333,80.7833,5,1,2,4,1,1,1,2,1,500,3.5,78,Year round,High-altitude tea estate leading towards Horton Plains south cliff.
hirikatu_oya,Hirikatu Oya Eco Bathing Spot,Balangoda,Sabaragamuwa,6.6667,80.7667,4,1,1,3,1,2,1,1,1,0,2.0,74,Year round,Crystal clear mountain stream bathing spot in Balangoda.
pelandaba_fort,Pelandaba Ancient Fort Ruins,Bulathkohupitiya,Sabaragamuwa,7.1167,80.3333,2,1,3,1,1,1,1,4,1,0,1.5,68,Year round,16th-century Portuguese war fort remnants.
saradiel_village,Saradiel Theme Village,Mawanella,Sabaragamuwa,7.25,80.45,2,1,4,1,1,2,2,3,1,1000,2.0,77,Year round,Life-size outdoor museum depicting 19th-century Ceylon village life.
asupini_ella,Asupini Ella Waterfall,Aranayaka,Sabaragamuwa,7.15,80.4667,5,1,1,4,1,1,1,1,1,500,3.0,80,Year round,30m waterfall associated with ancient royal legends in Aranayaka.
kadugannawa_pass,Kadugannawa Rock Tunnel & Tower,Kadugannawa,Sabaragamuwa,7.2536,80.5264,3,1,3,2,1,2,2,5,1,0,1.5,83,Year round,Historic rock-cut road tunnel built by Captain Dawson in 1832.
dawson_tower,Dawson Tower Kadugannawa,Kadugannawa,Sabaragamuwa,7.2542,80.5258,2,1,3,2,1,1,1,5,1,0,1.0,79,Year round,Monument honoring Captain Dawson who built the Colombo-Kandy road.
kegalle_spice,Kegalle Spice & Herbal Garden,Kegalle,Sabaragamuwa,7.25,80.35,4,1,3,1,1,3,3,2,1,1000,1.5,75,Year round,"Sprawling spice garden exhibiting vanilla, cocoa and cinnamon."
hemawathie_falls,Hemawathie Ella Waterfall,Dehiowita,Sabaragamuwa,7.0167,80.2833,4,1,1,2,1,1,1,1,1,0,1.5,70,Year round,Scenic local waterfall near Dehiowita.
yatiyantota_rubber,Yatiyantota Rubber Country,Yatiyantota,Sabaragamuwa,7.0333,80.3,4,1,2,2,1,1,1,2,1,0,2.0,72,Year round,River valley surrounded by rubber tree plantations.
eheliyagoda_gems,Eheliyagoda Gem Mining Center,Eheliyagoda,Sabaragamuwa,6.85,80.2667,2,1,3,2,1,2,4,3,1,500,2.0,73,Year round,Town famous for traditional gem pit mining and processing.
kuruwita_waterfall,Delgoda Ella Waterfall,Kuruwita,Sabaragamuwa,6.7667,80.35,4,1,1,3,1,1,1,1,1,0,2.0,71,Year round,Forest waterfall near Kuruwita town.
pelmadulla_valley,Pelmadulla Paddy & Gem Valley,Pelmadulla,Sabaragamuwa,6.6333,80.5333,3,1,2,1,1,2,2,2,1,0,2.0,71,Year round,Paddy valley crossroads between Ratnapura and Balangoda.
rakwana_gap,Rakwana Plateau View,Rakwana,Sabaragamuwa,6.47,80.61,5,1,1,3,1,1,1,1,1,0,2.0,77,Year round,Highland plateau lookout watching over Sabaragamuwa.
deniyaya_border,Deniyaya Rain Forest Border,Deniyaya border,Sabaragamuwa,6.3833,80.55,5,4,1,3,1,1,1,1,1,0,2.5,74,Dec - Apr,Southern gateway border into Sinharaja rainforest.
kitulgala_bridge,Bridge on the River Kwai Site,Kitulgala,Sabaragamuwa,6.995,80.415,4,1,3,2,1,1,1,4,1,0,1.5,82,Year round,Filming location of the 1957 Oscar-winning movie 'Bridge on the River Kwai'.
deraniyagala_falls,Deraniyagala Waterfalls Cluster,Deraniyagala,Sabaragamuwa,6.9333,80.3333,5,1,1,4,1,1,1,1,1,0,3.0,73,Year round,Remote valley featuring multiple natural cascades.
dehiowita_river,Kelani River Bend Dehiowita,Dehiowita,Sabaragamuwa,7.02,80.26,4,1,1,3,1,1,1,1,1,0,1.5,70,Year round,Scenic bend of Kelani river popular for natural bathing.
kegalle_town_rock,Kegalle Rock Outcrop,Kegalle,Sabaragamuwa,7.251,80.346,3,1,2,2,1,2,2,2,1,0,1.5,72,Year round,Central rock hill overlooking Kegalle town.
